collection_no,class_name,occurrence.genus_name,abund_value,abund_unit,collection.reference_no,epoch,stage,10_my_bin
120521,Strophomenata,Lazarevonia,36,specimens,27702,Lopingian,Changhsingian,Permian 4
120521,Strophomenata,Fostericoncha,1,specimens,27702,Lopingian,Changhsingian,Permian 4
120521,Strophomenata,Cancrinella,1,specimens,27702,Lopingian,Changhsingian,Permian 4
120521,Rhynchonellata,Cleiothyridina,4,specimens,27702,Lopingian,Changhsingian,Permian 4
120521,Rhynchonellata,Pteroplecta,11,specimens,27702,Lopingian,Changhsingian,Permian 4
120521,Rhynchonellata,Spiriferella,1,specimens,27702,Lopingian,Changhsingian,Permian 4
120521,Rhynchonellata,Spiriferella,2,specimens,27702,Lopingian,Changhsingian,Permian 4
120521,Rhynchonellata,Reticulariina,1,specimens,27702,Lopingian,Changhsingian,Permian 4
120521,Rhynchonellata,Callispirina,2,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Strophomenata,Sulcirugaria,1,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Strophomenata,Sulcirugaria,31,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Strophomenata,Echinalosia,3,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Strophomenata,Lazarevonia,41,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Strophomenata,Fostericoncha,1,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Strophomenata,Cancrinella,3,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Rhynchonellata,Cleiothyridina,1,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Rhynchonellata,Pteroplecta,10,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Rhynchonellata,Spiriferella,4,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Rhynchonellata,Spiriferella,11,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Rhynchonellata,Betaneospirifer,8,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Rhynchonellata,Reticulariina,7,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Rhynchonellata,Callispirina,6,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Rhynchonellata,Hoskingia,1,specimens,27702,Lopingian,Changhsingian,Permian 4
120522,Bivalvia,Etheripecten,1,specimens,27702,Lopingian,Changhsingian,Permian 4
120535,Rhynchonellata,Ingelarella,3,specimens,27368,Guadalupian,Capitanian,Permian 3
120535,Rhynchonellata,Aperispirifer,1,specimens,27368,Guadalupian,Capitanian,Permian 3
120535,Strophomenata,Terrakea,32,specimens,27368,Guadalupian,Capitanian,Permian 3
120535,Strophomenata,Filiconcha,1,specimens,27368,Guadalupian,Capitanian,Permian 3
120535,Rhynchonellata,Cyrtella,1,specimens,27368,Guadalupian,Capitanian,Permian 3
120535,Rhynchonellata,Mesopunctia,1,specimens,27368,Guadalupian,Capitanian,Permian 3
120535,Bivalvia,Parallelodon,6,specimens,27368,Guadalupian,Capitanian,Permian 3
120535,Bivalvia,Calcicanicularia,4,specimens,27368,Guadalupian,Capitanian,Permian 3
120535,Bivalvia,Elimata,3,specimens,27368,Guadalupian,Capitanian,Permian 3
120535,Bivalvia,Kaibabella,2,specimens,27368,Guadalupian,Capitanian,Permian 3
120535,Bivalvia,Stutchburia,1,specimens,27368,Guadalupian,Capitanian,Permian 3
120535,Bivalvia,Vacunella,2,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Rhynchonellata,Mesopunctia,1,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Rhynchonellata,Cyrtella,4,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Strophomenata,Arctitreta,1,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Strophomenata,Capillonia,12,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Strophomenata,Terrakea,12,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Rhynchonellata,Aperispirifer,2,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Rhynchonellata,Tomiopsis,1,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Bivalvia,Parallelodon,4,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Bivalvia,Volsellina,1,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Bivalvia,Atomodesma,1,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Bivalvia,Etheripecten,2,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Bivalvia,Praeamonotis,2,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Bivalvia,Myonia,2,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Bivalvia,Vacunella,1,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Gastropoda,Platyteichum,1,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Gastropoda,Platyteichum,2,specimens,27368,Guadalupian,Capitanian,Permian 3
120536,Bivalvia,Oblicarina,1,specimens,27368,Guadalupian,Capitanian,Permian 3
120539,Strophomenata,Capillonia,49,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Strophomenata,Terrakea,88,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Strophomenata,Filiconcha,1,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Rhynchonellata,Plekonella,1,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Rhynchonellata,Cyrtella,3,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Rhynchonellata,Fusispirifer,1,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Rhynchonellata,Mesopunctia,1,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Rhynchonellata,Marinurnula,1,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Bivalvia,Nuculopsis,4,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Bivalvia,Parallelodon,19,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Bivalvia,Atomodesma,2,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Bivalvia,Etheripecten,2,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Bivalvia,Guizhoupecten,1,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Bivalvia,Calcicanicularia,2,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Bivalvia,Elimata,2,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Bivalvia,Kaibabella,2,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Bivalvia,Myonia,1,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Bivalvia,Vacunella,1,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Bivalvia,Vacunella,5,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Gastropoda,Warthia,2,specimens,11597,Guadalupian,Capitanian,Permian 3
120539,Gastropoda,Platyteichum,2,specimens,11597,Guadalupian,Capitanian,Permian 3
120542,Strophomenata,Echinalosia,6,specimens,11597,Guadalupian,Roadian,Permian 3
120542,Strophomenata,Paucispinauria,9,specimens,11597,Guadalupian,Roadian,Permian 3
120542,Rhynchonellata,Aperispirifer,13,specimens,11597,Guadalupian,Roadian,Permian 3
120542,Rhynchonellata,Tomiopsis,12,specimens,11597,Guadalupian,Roadian,Permian 3
120636,Lingulata,Orbiculoidea,33,specimens,11597,Cisuralian,Artinskian,Permian 2
120636,Strophomenata,Costatumulus,8,specimens,11597,Cisuralian,Artinskian,Permian 2
120636,Strophomenata,Magniplicatina,1,specimens,11597,Cisuralian,Artinskian,Permian 2
120636,Strophomenata,Paucispinauria,7,specimens,11597,Cisuralian,Artinskian,Permian 2
120636,Strophomenata,Anidanthus,13,specimens,11597,Cisuralian,Artinskian,Permian 2
120636,Rhynchonellata,Cyrtella,1,specimens,11597,Cisuralian,Artinskian,Permian 2
120636,Rhynchonellata,Syrella,2,specimens,11597,Cisuralian,Artinskian,Permian 2
120636,Rhynchonellata,Pustulospiriferina,4,specimens,11597,Cisuralian,Artinskian,Permian 2
120636,Bivalvia,Etheripecten,2,specimens,11597,Cisuralian,Artinskian,Permian 2
120636,Bivalvia,Deltopecten,1,specimens,11597,Cisuralian,Artinskian,Permian 2
120636,Bivalvia,Stutchburia,1,specimens,11597,Cisuralian,Artinskian,Permian 2
120636,Gastropoda,Paraplatyschisma,1,specimens,11597,Cisuralian,Artinskian,Permian 2
120636,Gastropoda,Peruvispira,3,specimens,11597,Cisuralian,Artinskian,Permian 2
120637,Strophomenata,Echinalosia,19,specimens,11597,Cisuralian,Artinskian,Permian 2
120637,Strophomenata,Costatumulus,10,specimens,11597,Cisuralian,Artinskian,Permian 2
120637,Strophomenata,Anidanthus,7,specimens,11597,Cisuralian,Artinskian,Permian 2
120637,Rhynchonellata,Coledium,2,specimens,11597,Cisuralian,Artinskian,Permian 2
120637,Rhynchonellata,Syrella,12,specimens,11597,Cisuralian,Artinskian,Permian 2
120637,Rhynchonellata,Sulciplica,2,specimens,11597,Cisuralian,Artinskian,Permian 2
120637,Rhynchonellata,Trigonotreta,17,specimens,11597,Cisuralian,Artinskian,Permian 2
120637,Rhynchonellata,Ambikella,13,specimens,11597,Cisuralian,Artinskian,Permian 2
120637,Rhynchonellata,Pustulospiriferina,4,specimens,11597,Cisuralian,Artinskian,Permian 2
120637,Rhynchonellata,Pustulospiriferina,2,specimens,11597,Cisuralian,Artinskian,Permian 2
120637,Bivalvia,Etheripecten,2,specimens,11597,Cisuralian,Artinskian,Permian 2
120637,Bivalvia,Cyrtorostra,1,specimens,11597,Cisuralian,Artinskian,Permian 2
120637,Gastropoda,Paraplatyschisma,1,specimens,11597,Cisuralian,Artinskian,Permian 2
120637,Gastropoda,Peruvispira,7,specimens,11597,Cisuralian,Artinskian,Permian 2
120644,Strophomenata,Echinalosia,13,specimens,11597,Guadalupian,Roadian,Permian 3
120644,Strophomenata,Magniplicatina,5,specimens,11597,Guadalupian,Roadian,Permian 3
120644,Strophomenata,Paucispinauria,5,specimens,11597,Guadalupian,Roadian,Permian 3
120644,Rhynchonellata,Aperispirifer,22,specimens,11597,Guadalupian,Roadian,Permian 3
120644,Rhynchonellata,Tomiopsis,8,specimens,11597,Guadalupian,Roadian,Permian 3
120648,Strophomenata,Paucispinauria,3,specimens,11597,Guadalupian,Roadian,Permian 3
120648,Rhynchonellata,Aperispirifer,34,specimens,11597,Guadalupian,Roadian,Permian 3
120648,Rhynchonellata,Tomiopsis,3,specimens,11597,Guadalupian,Roadian,Permian 3
120661,Strophomenata,Terrakea,20,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Rhynchonellata,Aperispirifer,4,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Rhynchonellata,Ingelarella,4,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Rhynchonellata,Mesopunctia,1,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Bivalvia,Nuculopsis,1,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Bivalvia,Parallelodon,4,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Bivalvia,Atomodesma,1,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Bivalvia,Etheripecten,1,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Bivalvia,Praeamonotis,2,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Bivalvia,Calcicanicularia,2,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Bivalvia,Cyrtorostra,1,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Bivalvia,Astartila,2,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Bivalvia,Myonia,4,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Bivalvia,Vacunella,1,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Bivalvia,Vacunella,7,specimens,11597,Guadalupian,Capitanian,Permian 3
120661,Bivalvia,Oblicarina,1,specimens,11597,Guadalupian,Capitanian,Permian 3
122196,Bivalvia,Bakevellia,103,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122196,Bivalvia,Eumorphotis,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122196,Bivalvia,Eumorphotis,5,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122196,Bivalvia,Eumorphotis,3,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122196,Bivalvia,Leptochondria,41,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122196,Bivalvia,Promyalina,3,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122196,Bivalvia,Sementiconcha,89,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122196,Bivalvia,Unionites,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122196,Bivalvia,Unionites,2,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122196,Rhynchonellata,Piarorhynchella,4,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122197,Bivalvia,Bakevellia,25,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122197,Bivalvia,Leptochondria,40,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122198,Bivalvia,Bakevellia,8,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122198,Bivalvia,Eumorphotis,4,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122198,Bivalvia,Eumorphotis,5,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122198,Bivalvia,Eumorphotis,36,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122198,Bivalvia,Leptochondria,4,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122198,Bivalvia,Myalinella,6,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122198,Bivalvia,Pernopecten,5,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122198,Bivalvia,Promyalina,10,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122198,Bivalvia,Trigonodus,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122198,Bivalvia,Unionites,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122198,Bivalvia,Unionites,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122198,Gastropoda,Gastropoda,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122198,Rhynchonellata,Piarorhynchella,4,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122198,Rhynchonellata,Protogusarella,12,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122200,Bivalvia,Bakevellia,8,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122200,Bivalvia,Bakevellia,34,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122200,Bivalvia,Eumorphotis,31,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122200,Bivalvia,Leptochondria,14,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122200,Bivalvia,Myalinella,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122200,Bivalvia,Promyalina,5,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122200,Bivalvia,Sementiconcha,19,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122200,Bivalvia,Trigonodus,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122200,Bivalvia,Unionites,4,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122200,Gastropoda,Natiria,2,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122200,Gastropoda,Gastropoda,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122200,Rhynchonellata,Piarorhynchella,2,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122200,Rhynchonellata,Protogusarella,59,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122201,Bivalvia,Bakevellia,7,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122201,Bivalvia,Bakevellia,19,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122201,Bivalvia,Eumorphotis,11,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122201,Bivalvia,Eumorphotis,3,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122201,Bivalvia,Eumorphotis,9,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122201,Bivalvia,Promyalina,7,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122201,Bivalvia,Sementiconcha,3,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122201,Bivalvia,Unionites,3,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122201,Gastropoda,Natiria,2,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122201,Gastropoda,Gastropoda,6,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122201,Rhynchonellata,Piarorhynchella,24,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122201,Rhynchonellata,Protogusarella,50,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122202,Bivalvia,Bakevellia,7,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122202,Bivalvia,Eumorphotis,21,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122202,Bivalvia,Promyalina,40,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122202,Rhynchonellata,Piarorhynchella,100,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122202,Rhynchonellata,Protogusarella,400,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122206,Bivalvia,Bakevellia,2,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122206,Bivalvia,Eumorphotis,3,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122206,Bivalvia,Eumorphotis,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122206,Gastropoda,Gastropoda,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122206,Rhynchonellata,Piarorhynchella,97,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122206,Rhynchonellata,Protogusarella,2,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122207,Bivalvia,Bakevellia,37,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122207,Bivalvia,Eumorphotis,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122207,Bivalvia,Leptochondria,3,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122207,Bivalvia,Promyalina,15,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122207,Bivalvia,Protopis,3,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122208,Bivalvia,Bakevellia,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122208,Bivalvia,Bakevellia,7,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122208,Bivalvia,Eumorphotis,6,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122208,Bivalvia,Eumorphotis,12,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122208,Bivalvia,Leptochondria,5,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122208,Bivalvia,Neoschizodus,5,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122208,Bivalvia,Promyalina,9,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122209,Bivalvia,Eumorphotis,3,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122209,Bivalvia,Eumorphotis,35,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122209,Bivalvia,Eumorphotis,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122209,Bivalvia,Neoschizodus,3,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122209,Bivalvia,Pernopecten,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122209,Bivalvia,Promyalina,39,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122209,Bivalvia,Sementiconcha,1,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122209,Bivalvia,Unionites,2,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122209,Rhynchonellata,Piarorhynchella,31,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
122209,Rhynchonellata,Protogusarella,48,specimens,38898,Early/Lower Triassic,Olenekian,Triassic 1
128569,Rhynchonellata,Crurithyris,73,specimens,41985,Cisuralian,Asselian,Permian 1
128569,Rhynchonellata,Gypospirifer,8,specimens,41985,Cisuralian,Asselian,Permian 1
128569,Rhynchonellata,Hustedia,6,specimens,41985,Cisuralian,Asselian,Permian 1
128569,Strophomenata,Kozlowskia,3,specimens,41985,Cisuralian,Asselian,Permian 1
128569,Rhynchonellata,Phricodothyris,2,specimens,41985,Cisuralian,Asselian,Permian 1
128569,Strophomenata,Quadrochonetes,2,specimens,41985,Cisuralian,Asselian,Permian 1
128569,Rhynchonellata,Reticulariina,2,specimens,41985,Cisuralian,Asselian,Permian 1
128569,Rhynchonellata,Rhipidomella,1,specimens,41985,Cisuralian,Asselian,Permian 1
128569,Rhynchonellata,Rhynchopora,1,specimens,41985,Cisuralian,Asselian,Permian 1
128569,Rhynchonellata,Stenoscisma,4,specimens,41985,Cisuralian,Asselian,Permian 1
128629,Strophomenata,Chonetinella,2,specimens,41985,Cisuralian,Asselian,Permian 1
128629,Rhynchonellata,Composita,1,specimens,41985,Cisuralian,Asselian,Permian 1
128629,Rhynchonellata,Crurithyris,14,specimens,41985,Cisuralian,Asselian,Permian 1
128629,Rhynchonellata,Hustedia,3,specimens,41985,Cisuralian,Asselian,Permian 1
128629,Strophomenata,Kozlowskia,10,specimens,41985,Cisuralian,Asselian,Permian 1
128629,Strophomenata,Neochonetes,2,specimens,41985,Cisuralian,Asselian,Permian 1
128629,Rhynchonellata,Orthotichia,2,specimens,41985,Cisuralian,Asselian,Permian 1
128629,Strophomenata,Quadrochonetes,58,specimens,41985,Cisuralian,Asselian,Permian 1
128629,Rhynchonellata,Rhipidomella,6,specimens,41985,Cisuralian,Asselian,Permian 1
128629,Rhynchonellata,Stenoscisma,2,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Strophomenata,Chonetinella,4,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Rhynchonellata,Composita,4,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Rhynchonellata,Crurithyris,26,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Strophomenata,Fimbrinia,2,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Rhynchonellata,Gypospirifer,3,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Rhynchonellata,Hustedia,4,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Strophomenata,Kozlowskia,52,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Strophomenata,Linoproductus,3,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Rhynchonellata,Orthotichia,7,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Rhynchonellata,Phricodothyris,4,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Strophomenata,Quadrochonetes,22,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Rhynchonellata,Reticulariina,7,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Rhynchonellata,Rhipidomella,23,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Rhynchonellata,Stenoscisma,5,specimens,41985,Cisuralian,Asselian,Permian 1
128631,Strophomenata,Waagenoconcha,1,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Strophomenata,Dasysaria,3,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Strophomenata,Chonetinella,10,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Rhynchonellata,Composita,12,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Strophomenata,Costatumulus,1,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Rhynchonellata,Crurithyris,25,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Strophomenata,Derbyia,1,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Strophomenata,Fimbrinia,8,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Rhynchonellata,Gypospirifer,7,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Rhynchonellata,Hustedia,17,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Strophomenata,Hystriculina,6,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Strophomenata,Kozlowskia,15,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Strophomenata,Linoproductus,2,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Strophomenata,Quadrochonetes,2,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Rhynchonellata,Reticulariina,1,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Rhynchonellata,Rhipidomella,4,specimens,41985,Cisuralian,Asselian,Permian 1
128632,Rhynchonellata,Stenoscisma,9,specimens,41985,Cisuralian,Asselian,Permian 1
128633,Strophomenata,Costatumulus,3,specimens,41985,Cisuralian,Asselian,Permian 1
128633,Rhynchonellata,Crurithyris,12,specimens,41985,Cisuralian,Asselian,Permian 1
128633,Strophomenata,Fimbrinia,2,specimens,41985,Cisuralian,Asselian,Permian 1
128633,Rhynchonellata,Hoskingia,1,specimens,41985,Cisuralian,Asselian,Permian 1
128633,Rhynchonellata,Hustedia,3,specimens,41985,Cisuralian,Asselian,Permian 1
128633,Strophomenata,Hystriculina,5,specimens,41985,Cisuralian,Asselian,Permian 1
128633,Strophomenata,Kozlowskia,14,specimens,41985,Cisuralian,Asselian,Permian 1
128633,Strophomenata,Linoproductus,15,specimens,41985,Cisuralian,Asselian,Permian 1
128633,Lingulata,Orbiculoidea,1,specimens,41985,Cisuralian,Asselian,Permian 1
128633,Rhynchonellata,Phricodothyris,1,specimens,41985,Cisuralian,Asselian,Permian 1
128633,Rhynchonellata,Pugnax,1,specimens,41985,Cisuralian,Asselian,Permian 1
128633,Rhynchonellata,Rhipidomella,5,specimens,41985,Cisuralian,Asselian,Permian 1
128633,Rhynchonellata,Stenoscisma,1,specimens,41985,Cisuralian,Asselian,Permian 1
128633,Rhynchonellata,Terebratulida,1,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Strophomenata,Dasysaria,1,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Strophomenata,Chonetinella,3,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Rhynchonellata,Composita,2,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Strophomenata,Costatumulus,2,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Rhynchonellata,Crurithyris,52,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Strophomenata,Derbyia,1,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Strophomenata,Fimbrinia,1,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Rhynchonellata,Gypospirifer,7,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Rhynchonellata,Hustedia,4,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Strophomenata,Hystriculina,10,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Strophomenata,Kozlowskia,10,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Strophomenata,Linoproductus,9,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Rhynchonellata,Orthotichia,1,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Rhynchonellata,Phricodothyris,27,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Strophomenata,Quadrochonetes,2,specimens,41985,Cisuralian,Asselian,Permian 1
128634,Rhynchonellata,Stenoscisma,12,specimens,41985,Cisuralian,Asselian,Permian 1
128635,Strophomenata,Alpavlia,1,specimens,41985,Cisuralian,Asselian,Permian 1
128635,Strophomenata,Chonetinella,1,specimens,41985,Cisuralian,Asselian,Permian 1
