collection_no,class_name,occurrence.genus_name,abund_value,abund_unit,collection.reference_no,epoch,stage,10_my_bin
43220,Rhynchonellata,Spirigerella,1,specimens,11418,Lopingian,Changhsingian,Permian 4
43220,Rhynchonellata,Pteroplecta,2,specimens,11418,Lopingian,Changhsingian,Permian 4
43220,Rhynchonellata,Pondospirifer,6,specimens,11418,Lopingian,Changhsingian,Permian 4
43220,Rhynchonellata,Phricodothyris,4,specimens,11418,Lopingian,Changhsingian,Permian 4
43220,Bivalvia,Etheripecten,4,specimens,11418,Lopingian,Changhsingian,Permian 4
43220,Bivalvia,Streblopteria,1,specimens,11418,Lopingian,Changhsingian,Permian 4
43220,Bivalvia,Clavicosta,1,specimens,11418,Lopingian,Changhsingian,Permian 4
43220,Bivalvia,Dolponella,2,specimens,11418,Lopingian,Changhsingian,Permian 4
43220,Strophomenata,Saeptathaerus,1,specimens,11418,Lopingian,Changhsingian,Permian 4
43220,Strophomenata,Saeptathaerus,2,specimens,11418,Lopingian,Changhsingian,Permian 4
43220,Strophomenata,Costatumulus,1,specimens,11418,Lopingian,Changhsingian,Permian 4
43242,Strophomenata,Marginalosia,12,specimens,11418,Lopingian,Changhsingian,Permian 4
43242,Strophomenata,Megasteges,2,specimens,11418,Lopingian,Changhsingian,Permian 4
43242,Strophomenata,Costispiniferini,2,specimens,11418,Lopingian,Changhsingian,Permian 4
43242,Strophomenata,Costatumulus,81,specimens,11418,Lopingian,Changhsingian,Permian 4
43242,Rhynchonellata,Rhynchonellida,1,specimens,11418,Lopingian,Changhsingian,Permian 4
43242,Rhynchonellata,Pteroplecta,1,specimens,11418,Lopingian,Changhsingian,Permian 4
43242,Rhynchonellata,Spiriferella,1,specimens,11418,Lopingian,Changhsingian,Permian 4
43242,Rhynchonellata,Neospirifer,1,specimens,11418,Lopingian,Changhsingian,Permian 4
43242,Rhynchonellata,Hoskingia,2,specimens,11418,Lopingian,Changhsingian,Permian 4
43242,Bivalvia,Streblopteria,1,specimens,11418,Lopingian,Changhsingian,Permian 4
43245,Strophomenata,Streptorhynchinae,2,specimens,27348,Lopingian,Changhsingian,Permian 4
43245,Strophomenata,Quinquenella,25,specimens,27348,Lopingian,Changhsingian,Permian 4
43245,Strophomenata,Costatumulus,61,specimens,27348,Lopingian,Changhsingian,Permian 4
43245,Rhynchonellata,Athyrididae,1,specimens,27348,Lopingian,Changhsingian,Permian 4
43245,Rhynchonellata,Neospirifer,2,specimens,27348,Lopingian,Changhsingian,Permian 4
43283,Strophomenata,Glabrichonetina,56,specimens,11418,Lopingian,Changhsingian,Permian 4
43283,Rhynchonellata,Spiriferida,1,specimens,11418,Lopingian,Changhsingian,Permian 4
43283,Bivalvia,Atomodesma,18,specimens,11418,Lopingian,Changhsingian,Permian 4
43283,Gastropoda,Eotomariidae,3,specimens,11418,Lopingian,Changhsingian,Permian 4
43285,Strophomenata,Rugaria,4,specimens,11418,Lopingian,Changhsingian,Permian 4
43285,Strophomenata,Marginalosia,21,specimens,11418,Lopingian,Changhsingian,Permian 4
43285,Rhynchonellata,Cleiothyridina,2,specimens,11418,Lopingian,Changhsingian,Permian 4
43285,Rhynchonellata,Pteroplecta,2,specimens,11418,Lopingian,Changhsingian,Permian 4
43285,Rhynchonellata,Spiriferella,2,specimens,11418,Lopingian,Changhsingian,Permian 4
43285,Rhynchonellata,Betaneospirifer,4,specimens,11418,Lopingian,Changhsingian,Permian 4
44491,Bivalvia,Eumorphotis,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44491,Bivalvia,Claraia,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44491,Bivalvia,Claraia,3,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44491,Bivalvia,Unionites,10,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44491,Bivalvia,Promyalina,2,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44491,Bivalvia,Eumorphotis,4,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44491,Rhynchonellata,Orbicoelia,34,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44491,Rhynchonellata,Spiriferina,86,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44491,Lingulata,Lingularia,3,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44491,Rhynchonellata,Terebratula,9,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44492,Bivalvia,Claraia,7,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44492,Bivalvia,Unionites,52,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44492,Bivalvia,Promyalina,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44492,Bivalvia,Eumorphotis,100,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44492,Bivalvia,Aviculopectinoidea,14,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44492,Gastropoda,Gastropoda,21,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44492,Rhynchonellata,Spiriferina,4,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44492,Lingulata,Lingularia,14,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44492,Lingulata,Lingula,80,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44493,Bivalvia,Claraia,2,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44493,Bivalvia,Promyalina,3,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44493,Rhynchonellata,Orbicoelia,33,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44493,Rhynchonellata,Spiriferina,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44494,Bivalvia,Eumorphotis,31,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44494,Bivalvia,Claraia,17,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44494,Bivalvia,Promyalina,5,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44494,Bivalvia,Gervillia,2,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44494,Bivalvia,Unionites,133,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44494,Bivalvia,Neoschizodus,6,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44494,Bivalvia,Permophorus,5,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44494,Bivalvia,Bivalvia,61,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44494,Bivalvia,Pleuronectites,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44494,Rhynchonellata,Lepismatina,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44494,Lingulata,Lingula,112,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44495,Bivalvia,Eumorphotis,57,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44495,Bivalvia,Claraia,14,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44495,Bivalvia,Promyalina,7,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44495,Bivalvia,Gervillia,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44495,Bivalvia,Unionites,18,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44495,Bivalvia,Neoschizodus,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44495,Bivalvia,Bivalvia,111,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44495,Bivalvia,Bivalvia,14,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44495,Lingulata,Lingula,108,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44496,Bivalvia,Claraia,31,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44496,Bivalvia,Unionites,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44496,Bivalvia,Heteropecten,28,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44496,Bivalvia,Eumorphotis,103,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44496,Lingulata,Lingula,5,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44497,Bivalvia,Eumorphotis,11,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44497,Bivalvia,Claraia,3,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44497,Bivalvia,Unionites,11,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44497,Bivalvia,Bivalvia,73,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44497,Lingulata,Lingula,113,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44498,Bivalvia,Mytilus,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44498,Bivalvia,Claraia,4,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44498,Bivalvia,Unionites,220,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44498,Bivalvia,Neoschizodus,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44498,Bivalvia,Permophorus,3,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44498,Bivalvia,Myalinidae,3,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44498,Bivalvia,Trigonodidae,40,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44499,Bivalvia,Eumorphotis,112,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44499,Bivalvia,Mytilus,2,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44499,Bivalvia,Claraia,14,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44499,Bivalvia,Promyalina,13,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44499,Bivalvia,Neoschizodus,5,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44499,Bivalvia,Pteria,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44499,Bivalvia,Myalina,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44499,Bivalvia,Myalinella,6,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44499,Bivalvia,Bivalvia,214,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44499,Bivalvia,Bivalvia,165,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44499,Lingulata,Lingula,117,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44500,Bivalvia,Claraia,4,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44500,Bivalvia,Promyalina,40,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44500,Bivalvia,Unionites,17,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44500,Bivalvia,Eumorphotis,11,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44500,Bivalvia,Myalinella,15,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44500,Bivalvia,Neoschizodus,69,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44500,Bivalvia,Bakevellia,28,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44500,Bivalvia,Pectinoidea,85,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44500,Bivalvia,Permophorus,16,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44500,Bivalvia,Leptochondria,39,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44500,Bivalvia,Entolioides,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44500,Bivalvia,Pleuronectites,2,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44500,Lingulata,Lingula,6,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44501,Bivalvia,Promyalina,77,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44501,Bivalvia,Unionites,28,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44501,Bivalvia,Myalinella,23,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44501,Bivalvia,Neoschizodus,16,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44501,Bivalvia,Bakevellia,10,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44501,Bivalvia,Pectinoidea,25,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44501,Bivalvia,Permophorus,4,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44501,Bivalvia,Leptochondria,16,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44501,Bivalvia,Bivalvia,45,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44501,Bivalvia,Myalina,2,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44501,Lingulata,Lingula,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44502,Bivalvia,Promyalina,27,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44502,Bivalvia,Unionites,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44502,Bivalvia,Eumorphotis,7,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44502,Bivalvia,Myalinella,6,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44502,Bivalvia,Neoschizodus,23,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44502,Bivalvia,Elegantinia,2,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44502,Bivalvia,Bakevellia,2,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44502,Bivalvia,Pectinoidea,4,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44502,Bivalvia,Permophorus,2,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44502,Bivalvia,Leptochondria,13,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44502,Bivalvia,Entolioides,14,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44502,Bivalvia,Bivalvia,38,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44503,Bivalvia,Promyalina,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44503,Bivalvia,Unionites,39,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44503,Bivalvia,Myalinella,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44503,Bivalvia,Neoschizodus,105,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44503,Bivalvia,Bakevellia,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44503,Bivalvia,Myalina,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44503,Bivalvia,Permophorus,5,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44503,Bivalvia,Crittendenia,8,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44503,Bivalvia,Leptochondria,55,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44503,Bivalvia,Entolioides,19,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44503,Bivalvia,Pleuronectites,13,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44503,Bivalvia,Bivalvia,49,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44504,Bivalvia,Promyalina,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44504,Bivalvia,Neoschizodus,32,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44504,Bivalvia,Leptochondria,75,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44504,Bivalvia,Pleuronectites,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44504,Lingulata,Lingula,5,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44505,Bivalvia,Promyalina,16,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44505,Bivalvia,Myalinella,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44505,Bivalvia,Neoschizodus,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44505,Bivalvia,Bakevellia,4,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44505,Bivalvia,Leptochondria,27,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44505,Bivalvia,Bivalvia,7,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44506,Bivalvia,Promyalina,72,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44506,Bivalvia,Unionites,15,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44506,Bivalvia,Eumorphotis,6,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44506,Bivalvia,Neoschizodus,98,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44506,Bivalvia,Myalinella,7,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44506,Bivalvia,Elegantinia,4,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44506,Bivalvia,Bakevellia,20,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44506,Bivalvia,Permophorus,43,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44506,Bivalvia,Crittendenia,8,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44506,Bivalvia,Leptochondria,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44506,Bivalvia,Entolioides,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44506,Bivalvia,Pleuronectites,2,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44506,Bivalvia,Mytilus,12,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44507,Bivalvia,Promyalina,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44507,Bivalvia,Unionites,10,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44507,Bivalvia,Eumorphotis,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44507,Bivalvia,Myalinella,2,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44507,Bivalvia,Neoschizodus,10,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44507,Bivalvia,Elegantinia,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44507,Bivalvia,Bakevellia,5,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44507,Bivalvia,Pectinoidea,17,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44507,Bivalvia,Permophorus,2,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44507,Bivalvia,Leptochondria,330,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44507,Bivalvia,Entolioides,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44507,Bivalvia,Pleuronectites,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44507,Bivalvia,Bivalvia,7,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44507,Rhynchonellata,Terebratulidina,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44508,Bivalvia,Promyalina,7,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44508,Bivalvia,Unionites,2,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44508,Bivalvia,Eumorphotis,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44508,Bivalvia,Myalinella,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44508,Bivalvia,Neoschizodus,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44508,Bivalvia,Bakevellia,6,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44508,Bivalvia,Pectinida,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44508,Bivalvia,Leptochondria,133,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44508,Bivalvia,Bivalvia,5,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44510,Bivalvia,Promyalina,49,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44510,Bivalvia,Unionites,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44510,Bivalvia,Myalinella,2,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44510,Bivalvia,Neoschizodus,7,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44510,Bivalvia,Bakevellia,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44510,Bivalvia,Pectinida,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44510,Bivalvia,Permophorus,2,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44510,Bivalvia,Leptochondria,22,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44510,Bivalvia,Bivalvia,5,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44568,Bivalvia,Claraia,6,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44568,Bivalvia,Eumorphotis,10,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44568,Bivalvia,Promyalina,51,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44568,Bivalvia,Unionites,6,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44568,Bivalvia,Neoschizodus,4,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44568,Bivalvia,Leptochondria,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44568,Bivalvia,Myalinella,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44568,Bivalvia,Pectinoidea,6,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44569,Bivalvia,Promyalina,8,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44569,Bivalvia,Neoschizodus,18,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44569,Bivalvia,Leptochondria,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44569,Bivalvia,Permophorus,4,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44569,Bivalvia,Bakevellia,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44569,Bivalvia,Myalinella,9,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44569,Rhynchonellata,Vex,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44569,Rhynchonellata,Obnixia,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44602,Bivalvia,Promyalina,7,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44602,Bivalvia,Neoschizodus,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44602,Bivalvia,Leptochondria,115,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44602,Bivalvia,Permophorus,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44602,Bivalvia,Bakevellia,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44604,Bivalvia,Eumorphotis,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44604,Bivalvia,Promyalina,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44604,Bivalvia,Unionites,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44604,Bivalvia,Bakevellia,5,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44604,Bivalvia,Pectinoidea,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44604,Bivalvia,Bivalvia,44,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44606,Bivalvia,Pleuronectites,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44606,Bivalvia,Elegantinia,2,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44606,Bivalvia,Unionites,2,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44606,Bivalvia,Eumorphotis,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44606,Bivalvia,Promyalina,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44606,Bivalvia,Myalinella,8,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44606,Bivalvia,Permophorus,6,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44606,Bivalvia,Bakevellia,6,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44606,Bivalvia,Myalina,10,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44606,Bivalvia,Pectinoidea,5,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44608,Bivalvia,Leptochondria,5,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44608,Bivalvia,Pleuronectites,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44608,Bivalvia,Unionites,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44608,Bivalvia,Eumorphotis,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44608,Bivalvia,Promyalina,11,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44608,Bivalvia,Myalinella,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44608,Bivalvia,Entolioides,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44608,Bivalvia,Permophorus,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44608,Bivalvia,Myalina,7,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44608,Bivalvia,Myalinidae,6,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44608,Bivalvia,Pectinoidea,3,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44608,Lingulata,Lingula,1,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44608,Bivalvia,Bivalvia,39,specimens,11667,Early/Lower Triassic,Olenekian,Triassic 1
44631,Bivalvia,Unionites,29,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44631,Bivalvia,Claraia,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44631,Gastropoda,Neritaria,2,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44632,Bivalvia,Bivalvia,20,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44632,Bivalvia,Bivalvia,11,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44650,Bivalvia,Unionites,26,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44650,Bivalvia,Claraia,4,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44651,Bivalvia,Unionites,57,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44651,Bivalvia,Promyalina,2,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44651,Lingulata,Lingula,7,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44652,Bivalvia,Eumorphotis,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44652,Bivalvia,Pleuromya,5,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44652,Bivalvia,Neoschizodus,4,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44652,Bivalvia,Unionites,33,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44652,Lingulata,Lingula,11,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44652,Bivalvia,Bivalvia,2,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44653,Bivalvia,Eumorphotis,11,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44653,Bivalvia,Pleuromya,4,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44653,Bivalvia,Neoschizodus,2,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44653,Bivalvia,Unionites,19,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44653,Bivalvia,Promyalina,3,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44653,Bivalvia,Claraia,6,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44653,Bivalvia,Entolium,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44653,Lingulata,Lingula,1,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44653,Bivalvia,Bivalvia,4,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
44654,Bivalvia,Eumorphotis,2,specimens,11667,Early/Lower Triassic,Induan,Triassic 1
